time,u,gap,f_lub,n_pairs
3.421000,-2.576449e-02,7.34909000e-03,0.000000e+00,0
3.422000,-2.572269e-02,7.32337000e-03,0.000000e+00,0
3.423000,-2.567816e-02,7.29769000e-03,0.000000e+00,0
3.424000,-2.563470e-02,7.27206000e-03,0.000000e+00,0
3.425000,-2.558467e-02,7.24647000e-03,0.000000e+00,0
3.426000,-2.554200e-02,7.22093000e-03,0.000000e+00,0
3.427000,-2.550536e-02,7.19543000e-03,0.000000e+00,0
3.428000,-2.546790e-02,7.16996000e-03,0.000000e+00,0
3.429000,-2.542137e-02,7.14454000e-03,0.000000e+00,0
3.430000,-2.537476e-02,7.11916000e-03,0.000000e+00,0
3.431000,-2.533682e-02,7.09382000e-03,0.000000e+00,0
3.432000,-2.530682e-02,7.06852000e-03,0.000000e+00,0
3.433000,-2.527557e-02,7.04324000e-03,0.000000e+00,0
3.434000,-2.524027e-02,7.01800000e-03,0.000000e+00,0
3.435000,-2.520644e-02,6.99280000e-03,0.000000e+00,0
3.436000,-2.516949e-02,6.96763000e-03,0.000000e+00,0
3.437000,-2.513605e-02,6.94249000e-03,0.000000e+00,0
3.438000,-2.510211e-02,6.91739000e-03,0.000000e+00,0
3.439000,-2.506504e-02,6.89232000e-03,0.000000e+00,0
3.440000,-2.502458e-02,6.86730000e-03,0.000000e+00,0
3.441000,-2.498737e-02,6.84231000e-03,0.000000e+00,0
3.442000,-2.494888e-02,6.81736000e-03,0.000000e+00,0
3.443000,-2.490851e-02,6.79245000e-03,0.000000e+00,0
3.444000,-2.486380e-02,6.76759000e-03,0.000000e+00,0
3.445000,-2.482039e-02,6.74277000e-03,0.000000e+00,0
3.446000,-2.477526e-02,6.71799000e-03,0.000000e+00,0
3.447000,-2.472130e-02,6.69327000e-03,0.000000e+00,0
3.448000,-2.467384e-02,6.66860000e-03,0.000000e+00,0
3.449000,-2.463338e-02,6.64397000e-03,0.000000e+00,0
3.450000,-2.459221e-02,6.61937000e-03,0.000000e+00,0
3.451000,-2.454130e-02,6.59483000e-03,0.000000e+00,0
3.452000,-2.449164e-02,6.57034000e-03,0.000000e+00,0
3.453000,-2.445136e-02,6.54589000e-03,0.000000e+00,0
3.454000,-2.441896e-02,6.52147000e-03,0.000000e+00,0
3.455000,-2.438013e-02,6.49709000e-03,0.000000e+00,0
3.456000,-2.434020e-02,6.47275000e-03,0.000000e+00,0
3.457000,-2.430572e-02,6.44844000e-03,0.000000e+00,0
3.458000,-2.427089e-02,6.42417000e-03,0.000000e+00,0
3.459000,-2.423102e-02,6.39994000e-03,0.000000e+00,0
3.460000,-2.418985e-02,6.37575000e-03,0.000000e+00,0
3.461000,-2.415341e-02,6.35160000e-03,0.000000e+00,0
3.462000,-2.411224e-02,6.32749000e-03,0.000000e+00,0
3.463000,-2.407331e-02,6.30341000e-03,0.000000e+00,0
3.464000,-2.402855e-02,6.27939000e-03,0.000000e+00,0
3.465000,-2.398739e-02,6.25540000e-03,0.000000e+00,0
3.466000,-2.393846e-02,6.23146000e-03,0.000000e+00,0
3.467000,-2.388730e-02,6.20757000e-03,0.000000e+00,0
3.468000,-2.383973e-02,6.18373000e-03,0.000000e+00,0
3.469000,-2.379359e-02,6.15994000e-03,0.000000e+00,0
3.470000,-2.374028e-02,6.13620000e-03,0.000000e+00,0
3.471000,-2.369050e-02,6.11251000e-03,0.000000e+00,0
3.472000,-2.364816e-02,6.08886000e-03,0.000000e+00,0
3.473000,-2.360457e-02,6.06526000e-03,0.000000e+00,0
3.474000,-2.355502e-02,6.04170000e-03,0.000000e+00,0
3.475000,-2.350579e-02,6.01819000e-03,0.000000e+00,0
3.476000,-2.346014e-02,5.99473000e-03,0.000000e+00,0
3.477000,-2.342038e-02,5.97131000e-03,0.000000e+00,0
3.478000,-2.338019e-02,5.94793000e-03,0.000000e+00,0
3.479000,-2.333983e-02,5.92459000e-03,0.000000e+00,0
3.480000,-2.330263e-02,5.90129000e-03,0.000000e+00,0
3.481000,-2.326641e-02,5.87802000e-03,0.000000e+00,0
3.482000,-2.322171e-02,5.85480000e-03,0.000000e+00,0
3.483000,-2.317952e-02,5.83162000e-03,0.000000e+00,0
3.484000,-2.314160e-02,5.80848000e-03,0.000000e+00,0
3.485000,-2.310058e-02,5.78538000e-03,0.000000e+00,0
3.486000,-2.305670e-02,5.76232000e-03,0.000000e+00,0
3.487000,-2.301371e-02,5.73931000e-03,0.000000e+00,0
3.488000,-2.296961e-02,5.71634000e-03,0.000000e+00,0
3.489000,-2.292544e-02,5.69342000e-03,0.000000e+00,0
3.490000,-2.287585e-02,5.67054000e-03,0.000000e+00,0
3.491000,-2.282139e-02,5.64772000e-03,0.000000e+00,0
3.492000,-2.277250e-02,5.62495000e-03,0.000000e+00,0
3.493000,-2.272284e-02,5.60222000e-03,0.000000e+00,0
3.494000,-2.266652e-02,5.57956000e-03,0.000000e+00,0
3.495000,-2.261528e-02,5.55694000e-03,0.000000e+00,0
3.496000,-2.257037e-02,5.53437000e-03,0.000000e+00,0
3.497000,-2.252009e-02,5.51185000e-03,0.000000e+00,0
3.498000,-2.246467e-02,5.48939000e-03,0.000000e+00,0
3.499000,-2.241001e-02,5.46698000e-03,0.000000e+00,0
3.500000,-2.236181e-02,5.44461000e-03,0.000000e+00,0
3.501000,-2.231766e-02,5.42230000e-03,0.000000e+00,0
3.502000,-2.227632e-02,5.40002000e-03,0.000000e+00,0
3.503000,-2.223394e-02,5.37779000e-03,0.000000e+00,0
3.504000,-2.219204e-02,5.35559000e-03,0.000000e+00,0
3.505000,-2.215097e-02,5.33344000e-03,0.000000e+00,0
3.506000,-2.210187e-02,5.31134000e-03,0.000000e+00,0
3.507000,-2.205570e-02,5.28929000e-03,0.000000e+00,0
3.508000,-2.201555e-02,5.26727000e-03,0.000000e+00,0
3.509000,-2.197491e-02,5.24530000e-03,0.000000e+00,0
3.510000,-2.192565e-02,5.22337000e-03,0.000000e+00,0
3.511000,-2.187843e-02,5.20149000e-03,0.000000e+00,0
3.512000,-2.182954e-02,5.17966000e-03,0.000000e+00,0
3.513000,-2.178437e-02,5.15788000e-03,0.000000e+00,0
3.514000,-2.173549e-02,5.13614000e-03,0.000000e+00,0
3.515000,-2.168194e-02,5.11446000e-03,0.000000e+00,0
3.516000,-2.162139e-02,5.09284000e-03,0.000000e+00,0
3.517000,-2.156906e-02,5.07127000e-03,0.000000e+00,0
3.518000,-2.151825e-02,5.04975000e-03,0.000000e+00,0
3.519000,-2.146075e-02,5.02829000e-03,0.000000e+00,0
3.520000,-2.140524e-02,5.00689000e-03,0.000000e+00,0
3.521000,-2.135731e-02,4.98553000e-03,0.000000e+00,0
3.522000,-2.131110e-02,4.96422000e-03,0.000000e+00,0
3.523000,-2.125779e-02,4.94296000e-03,0.000000e+00,0
3.524000,-2.120022e-02,4.92176000e-03,0.000000e+00,0
3.525000,-2.114744e-02,4.90061000e-03,0.000000e+00,0
3.526000,-2.109999e-02,4.87951000e-03,0.000000e+00,0
3.527000,-2.105583e-02,4.85846000e-03,0.000000e+00,0
3.528000,-2.100992e-02,4.83745000e-03,0.000000e+00,0
3.529000,-2.096280e-02,4.81648000e-03,0.000000e+00,0
3.530000,-2.092176e-02,4.79556000e-03,0.000000e+00,0
3.531000,-2.087957e-02,4.77468000e-03,0.000000e+00,0
3.532000,-2.082953e-02,4.75385000e-03,0.000000e+00,0
3.533000,-2.078019e-02,4.73307000e-03,0.000000e+00,0
3.534000,-2.073674e-02,4.71234000e-03,0.000000e+00,0
3.535000,-2.069233e-02,4.69164000e-03,0.000000e+00,0
3.536000,-2.064237e-02,4.67100000e-03,0.000000e+00,0
3.537000,-2.059248e-02,4.65041000e-03,0.000000e+00,0
3.538000,-2.054216e-02,4.62987000e-03,0.000000e+00,0
3.539000,-2.049565e-02,4.60937000e-03,0.000000e+00,0
3.540000,-2.044727e-02,4.58892000e-03,0.000000e+00,0
3.541000,-2.039165e-02,4.56853000e-03,0.000000e+00,0
3.542000,-2.033384e-02,4.54820000e-03,0.000000e+00,0
3.543000,-2.028237e-02,4.52792000e-03,0.000000e+00,0
3.544000,-2.022946e-02,4.50769000e-03,0.000000e+00,0
3.545000,-2.016804e-02,4.48752000e-03,0.000000e+00,0
3.546000,-2.010408e-02,4.46741000e-03,0.000000e+00,0
3.547000,-2.005279e-02,4.44736000e-03,0.000000e+00,0
3.548000,-2.000532e-02,4.42736000e-03,0.000000e+00,0
3.549000,-1.994949e-02,4.40741000e-03,0.000000e+00,0
3.550000,-1.988975e-02,4.38752000e-03,0.000000e+00,0
3.551000,-1.982739e-02,4.36769000e-03,0.000000e+00,0
3.552000,-1.977275e-02,4.34792000e-03,0.000000e+00,0
3.553000,-1.972476e-02,4.32819000e-03,0.000000e+00,0
3.554000,-1.967748e-02,4.30851000e-03,0.000000e+00,0
3.555000,-1.962685e-02,4.28889000e-03,0.000000e+00,0
3.556000,-1.957421e-02,4.26931000e-03,0.000000e+00,0
3.557000,-1.952988e-02,4.24978000e-03,0.000000e+00,0
3.558000,-1.948767e-02,4.23030000e-03,0.000000e+00,0
3.559000,-1.943877e-02,4.21086000e-03,0.000000e+00,0
3.560000,-1.938351e-02,4.19147000e-03,0.000000e+00,0
3.561000,-1.933338e-02,4.17214000e-03,0.000000e+00,0
3.562000,-1.929073e-02,4.15285000e-03,0.000000e+00,0
3.563000,-1.923876e-02,4.13361000e-03,0.000000e+00,0
3.564000,-1.918331e-02,4.11443000e-03,0.000000e+00,0
3.565000,-1.913290e-02,4.09529000e-03,0.000000e+00,0
3.566000,-1.908141e-02,4.07621000e-03,0.000000e+00,0
3.567000,-1.903139e-02,4.05718000e-03,0.000000e+00,0
3.568000,-1.897814e-02,4.03820000e-03,0.000000e+00,0
3.569000,-1.891803e-02,4.01928000e-03,0.000000e+00,0
3.570000,-1.885527e-02,4.00043000e-03,0.000000e+00,0
3.571000,-1.879973e-02,3.98163000e-03,0.000000e+00,0
3.572000,-1.874526e-02,3.96288000e-03,0.000000e+00,0
3.573000,-1.868750e-02,3.94420000e-03,0.000000e+00,0
3.574000,-1.862332e-02,3.92557000e-03,0.000000e+00,0
3.575000,-1.856421e-02,3.90701000e-03,0.000000e+00,0
3.576000,-1.851144e-02,3.88850000e-03,0.000000e+00,0
3.577000,-1.846248e-02,3.87004000e-03,0.000000e+00,0
3.578000,-1.840814e-02,3.85163000e-03,0.000000e+00,0
3.579000,-1.834683e-02,3.83328000e-03,0.000000e+00,0
3.580000,-1.828533e-02,3.81500000e-03,0.000000e+00,0
3.581000,-1.822955e-02,3.79677000e-03,0.000000e+00,0
3.582000,-1.817787e-02,3.77859000e-03,0.000000e+00,0
3.583000,-1.812675e-02,3.76046000e-03,0.000000e+00,0
3.584000,-1.807444e-02,3.74239000e-03,0.000000e+00,0
3.585000,-1.802532e-02,3.72436000e-03,0.000000e+00,0
3.586000,-1.797723e-02,3.70638000e-03,0.000000e+00,0
3.587000,-1.793095e-02,3.68845000e-03,0.000000e+00,0
3.588000,-1.788237e-02,3.67057000e-03,0.000000e+00,0
3.589000,-1.782768e-02,3.65274000e-03,0.000000e+00,0
3.590000,-1.777618e-02,3.63497000e-03,0.000000e+00,0
3.591000,-1.772840e-02,3.61724000e-03,0.000000e+00,0
3.592000,-1.768181e-02,3.59956000e-03,0.000000e+00,0
3.593000,-1.762797e-02,3.58193000e-03,0.000000e+00,0
3.594000,-1.757251e-02,3.56436000e-03,0.000000e+00,0
3.595000,-1.752094e-02,3.54684000e-03,0.000000e+00,0
3.596000,-1.746752e-02,3.52937000e-03,0.000000e+00,0
3.597000,-1.741562e-02,3.51195000e-03,0.000000e+00,0
3.598000,-1.736434e-02,3.49459000e-03,0.000000e+00,0
3.599000,-1.730911e-02,3.47728000e-03,0.000000e+00,0
3.600000,-1.724991e-02,3.46003000e-03,0.000000e+00,0
3.601000,-1.718991e-02,3.44284000e-03,0.000000e+00,0
3.602000,-1.713489e-02,3.42570000e-03,0.000000e+00,0
3.603000,-1.707860e-02,3.40863000e-03,0.000000e+00,0
3.604000,-1.701631e-02,3.39161000e-03,0.000000e+00,0
3.605000,-1.694942e-02,3.37466000e-03,0.000000e+00,0
3.606000,-1.688905e-02,3.35777000e-03,0.000000e+00,0
3.607000,-1.683766e-02,3.34093000e-03,0.000000e+00,0
3.608000,-1.678560e-02,3.32415000e-03,0.000000e+00,0
3.609000,-1.672364e-02,3.30742000e-03,0.000000e+00,0
3.610000,-1.666401e-02,3.29076000e-03,0.000000e+00,0
3.611000,-1.660122e-02,3.27416000e-03,0.000000e+00,0
3.612000,-1.654089e-02,3.25762000e-03,0.000000e+00,0
3.613000,-1.648231e-02,3.24114000e-03,0.000000e+00,0
3.614000,-1.642986e-02,3.22471000e-03,0.000000e+00,0
3.615000,-1.637795e-02,3.20833000e-03,0.000000e+00,0
3.616000,-1.632448e-02,3.19200000e-03,0.000000e+00,0
3.617000,-1.626872e-02,3.17573000e-03,0.000000e+00,0
3.618000,-1.621650e-02,3.15952000e-03,0.000000e+00,0
3.619000,-1.616987e-02,3.14335000e-03,0.000000e+00,0
3.620000,-1.612431e-02,3.12722000e-03,0.000000e+00,0
3.621000,-1.607086e-02,3.11115000e-03,0.000000e+00,0
3.622000,-1.601248e-02,3.09514000e-03,0.000000e+00,0
3.623000,-1.595589e-02,3.07918000e-03,0.000000e+00,0
3.624000,-1.590943e-02,3.06328000e-03,0.000000e+00,0
3.625000,-1.586444e-02,3.04741000e-03,0.000000e+00,0
3.626000,-1.580791e-02,3.03160000e-03,0.000000e+00,0
3.627000,-1.574929e-02,3.01585000e-03,0.000000e+00,0
3.628000,-1.569694e-02,3.00016000e-03,0.000000e+00,0
3.629000,-1.564548e-02,2.98451000e-03,0.000000e+00,0
3.630000,-1.559052e-02,2.96892000e-03,0.000000e+00,0
3.631000,-1.553893e-02,2.95338000e-03,0.000000e+00,0
3.632000,-1.548584e-02,2.93790000e-03,0.000000e+00,0
3.633000,-1.542564e-02,2.92247000e-03,0.000000e+00,0
3.634000,-1.536158e-02,2.90711000e-03,0.000000e+00,0
3.635000,-1.530034e-02,2.89181000e-03,0.000000e+00,0
3.636000,-1.524415e-02,2.87656000e-03,0.000000e+00,0
3.637000,-1.518803e-02,2.86138000e-03,0.000000e+00,0
3.638000,-1.513302e-02,2.84624000e-03,0.000000e+00,0
3.639000,-1.506949e-02,2.83117000e-03,0.000000e+00,0
3.640000,-1.500526e-02,2.81617000e-03,0.000000e+00,0
3.641000,-1.494725e-02,2.80122000e-03,0.000000e+00,0
3.642000,-1.489633e-02,2.78632000e-03,0.000000e+00,0
3.643000,-1.484688e-02,2.77148000e-03,0.000000e+00,0
3.644000,-1.479173e-02,2.75669000e-03,0.000000e+00,0
3.645000,-1.473613e-02,2.74195000e-03,0.000000e+00,0
3.646000,-1.467307e-02,2.72728000e-03,0.000000e+00,0
3.647000,-1.461331e-02,2.71266000e-03,0.000000e+00,0
3.648000,-1.455474e-02,2.69811000e-03,0.000000e+00,0
3.649000,-1.450159e-02,2.68361000e-03,0.000000e+00,0
3.650000,-1.445090e-02,2.66916000e-03,0.000000e+00,0
3.651000,-1.439782e-02,2.65476000e-03,0.000000e+00,0
3.652000,-1.434379e-02,2.64041000e-03,0.000000e+00,0
3.653000,-1.429039e-02,2.62612000e-03,0.000000e+00,0
3.654000,-1.423931e-02,2.61188000e-03,0.000000e+00,0
3.655000,-1.419063e-02,2.59769000e-03,0.000000e+00,0
3.656000,-1.414527e-02,2.58355000e-03,0.000000e+00,0
3.657000,-1.409781e-02,2.56945000e-03,0.000000e+00,0
3.658000,-1.404396e-02,2.55541000e-03,0.000000e+00,0
3.659000,-1.398781e-02,2.54142000e-03,0.000000e+00,0
3.660000,-1.393809e-02,2.52748000e-03,0.000000e+00,0
3.661000,-1.389172e-02,2.51359000e-03,0.000000e+00,0
3.662000,-1.384370e-02,2.49974600e-03,0.000000e+00,0
3.663000,-1.378855e-02,2.48595700e-03,0.000000e+00,0
3.664000,-1.373197e-02,2.47222500e-03,0.000000e+00,0
3.665000,-1.367613e-02,2.45854900e-03,0.000000e+00,0
3.666000,-1.362697e-02,2.44492200e-03,0.000000e+00,0
3.667000,-1.357430e-02,2.43134800e-03,0.000000e+00,0
3.668000,-1.351969e-02,2.41782800e-03,0.000000e+00,0
3.669000,-1.346774e-02,2.40436100e-03,0.000000e+00,0
3.670000,-1.341629e-02,2.39094400e-03,0.000000e+00,0
3.671000,-1.336291e-02,2.37758100e-03,0.000000e+00,0
3.672000,-1.330450e-02,2.36427700e-03,0.000000e+00,0
3.673000,-1.324214e-02,2.35103500e-03,0.000000e+00,0
3.674000,-1.318427e-02,2.33785100e-03,0.000000e+00,0
3.675000,-1.313222e-02,2.32471800e-03,0.000000e+00,0
3.676000,-1.307950e-02,2.31163900e-03,0.000000e+00,0
3.677000,-1.302390e-02,2.29861500e-03,0.000000e+00,0
3.678000,-1.296028e-02,2.28565500e-03,0.000000e+00,0
3.679000,-1.289525e-02,2.27275900e-03,0.000000e+00,0
3.680000,-1.283753e-02,2.25992200e-03,0.000000e+00,0
3.681000,-1.278550e-02,2.24713600e-03,0.000000e+00,0
3.682000,-1.273729e-02,2.23439900e-03,0.000000e+00,0
3.683000,-1.268338e-02,2.22171600e-03,0.000000e+00,0
3.684000,-1.262298e-02,2.20909300e-03,0.000000e+00,0
3.685000,-1.257100e-02,2.19652200e-03,0.000000e+00,0
3.686000,-1.251746e-02,2.18400400e-03,0.000000e+00,0
3.687000,-1.245884e-02,2.17154500e-03,0.000000e+00,0
3.688000,-1.239581e-02,2.15915000e-03,0.000000e+00,0
3.689000,-1.233455e-02,2.14681500e-03,0.000000e+00,0
3.690000,-1.228283e-02,2.13453200e-03,0.000000e+00,0
3.691000,-1.223319e-02,2.12229900e-03,0.000000e+00,0
3.692000,-1.218218e-02,2.11011700e-03,0.000000e+00,0
3.693000,-1.212852e-02,2.09798800e-03,0.000000e+00,0
3.694000,-1.207346e-02,2.08591500e-03,0.000000e+00,0
3.695000,-1.202285e-02,2.07389200e-03,0.000000e+00,0
3.696000,-1.197492e-02,2.06191700e-03,0.000000e+00,0
3.697000,-1.192901e-02,2.04998800e-03,0.000000e+00,0
3.698000,-1.188513e-02,2.03810300e-03,0.000000e+00,0
3.699000,-1.184025e-02,2.02626300e-03,0.000000e+00,0
3.700000,-1.179264e-02,2.01447000e-03,0.000000e+00,0
3.701000,-1.173955e-02,2.00273100e-03,0.000000e+00,0
3.702000,-1.168657e-02,1.99104400e-03,0.000000e+00,0
3.703000,-1.163994e-02,1.97940400e-03,0.000000e+00,0
3.704000,-1.159500e-02,1.96780900e-03,0.000000e+00,0
3.705000,-1.155071e-02,1.95625800e-03,0.000000e+00,0
3.706000,-1.150519e-02,1.94475300e-03,0.000000e+00,0
3.707000,-1.145533e-02,1.93329800e-03,0.000000e+00,0
3.708000,-1.140378e-02,1.92189400e-03,0.000000e+00,0
3.709000,-1.135047e-02,1.91054400e-03,0.000000e+00,0
3.710000,-1.130012e-02,1.89924300e-03,0.000000e+00,0
3.711000,-1.125261e-02,1.88799100e-03,0.000000e+00,0
3.712000,-1.120357e-02,1.87678700e-03,0.000000e+00,0
3.713000,-1.115318e-02,1.86563400e-03,0.000000e+00,0
3.714000,-1.110656e-02,1.85452700e-03,0.000000e+00,0
3.715000,-1.105992e-02,1.84346800e-03,0.000000e+00,0
3.716000,-1.100815e-02,1.83245900e-03,0.000000e+00,0
3.717000,-1.095314e-02,1.82150600e-03,0.000000e+00,0
3.718000,-1.089402e-02,1.81061200e-03,0.000000e+00,0
3.719000,-1.083985e-02,1.79977200e-03,0.000000e+00,0
3.720000,-1.078681e-02,1.78898600e-03,0.000000e+00,0
3.721000,-1.073540e-02,1.77825000e-03,0.000000e+00,0
3.722000,-1.068406e-02,1.76756600e-03,0.000000e+00,0
3.723000,-1.063399e-02,1.75693200e-03,0.000000e+00,0
3.724000,-1.058615e-02,1.74634600e-03,0.000000e+00,0
3.725000,-1.053282e-02,1.73581300e-03,0.000000e+00,0
3.726000,-1.047652e-02,1.72533700e-03,0.000000e+00,0
3.727000,-1.042296e-02,1.71491400e-03,0.000000e+00,0
3.728000,-1.037303e-02,1.70454100e-03,0.000000e+00,0
3.729000,-1.032727e-02,1.69421300e-03,0.000000e+00,0
3.730000,-1.028343e-02,1.68393000e-03,0.000000e+00,0
3.731000,-1.024037e-02,1.67369000e-03,0.000000e+00,0
3.732000,-1.019509e-02,1.66349400e-03,0.000000e+00,0
3.733000,-1.015318e-02,1.65334100e-03,0.000000e+00,0
3.734000,-1.011170e-02,1.64323000e-03,0.000000e+00,0
3.735000,-1.006164e-02,1.63316800e-03,0.000000e+00,0
3.736000,-1.000916e-02,1.62315900e-03,0.000000e+00,0
3.737000,-9.960785e-03,1.61319800e-03,0.000000e+00,0
3.738000,-9.912138e-03,1.60328600e-03,0.000000e+00,0
3.739000,-9.859865e-03,1.59342600e-03,0.000000e+00,0
3.740000,-9.810152e-03,1.58361600e-03,0.000000e+00,0
3.741000,-9.762902e-03,1.57385300e-03,0.000000e+00,0
3.742000,-9.718280e-03,1.56413500e-03,0.000000e+00,0
3.743000,-9.673590e-03,1.55446100e-03,0.000000e+00,0
3.744000,-9.628812e-03,1.54483200e-03,0.000000e+00,0
3.745000,-9.580373e-03,1.53525200e-03,0.000000e+00,0
3.746000,-9.535074e-03,1.52571700e-03,0.000000e+00,0
3.747000,-9.493025e-03,1.51622400e-03,0.000000e+00,0
3.748000,-9.449769e-03,1.50677400e-03,0.000000e+00,0
3.749000,-9.408070e-03,1.49736600e-03,0.000000e+00,0
3.750000,-9.369746e-03,1.48799600e-03,0.000000e+00,0
3.751000,-9.329929e-03,1.47866600e-03,0.000000e+00,0
3.752000,-9.291015e-03,1.46937500e-03,0.000000e+00,0
3.753000,-9.249172e-03,1.46012600e-03,0.000000e+00,0
3.754000,-9.201558e-03,1.45092500e-03,0.000000e+00,0
3.755000,-9.155956e-03,1.44176900e-03,0.000000e+00,0
3.756000,-9.116601e-03,1.43265200e-03,0.000000e+00,0
3.757000,-9.075951e-03,1.42357600e-03,0.000000e+00,0
3.758000,-9.033574e-03,1.41454200e-03,0.000000e+00,0
3.759000,-8.991604e-03,1.40555100e-03,0.000000e+00,0
3.760000,-8.948918e-03,1.39660200e-03,0.000000e+00,0
3.761000,-8.900542e-03,1.38770100e-03,0.000000e+00,0
3.762000,-8.850861e-03,1.37885100e-03,0.000000e+00,0
3.763000,-8.804706e-03,1.37004600e-03,0.000000e+00,0
3.764000,-8.758891e-03,1.36128700e-03,0.000000e+00,0
3.765000,-8.711809e-03,1.35257500e-03,0.000000e+00,0
3.766000,-8.667455e-03,1.34390800e-03,0.000000e+00,0
3.767000,-8.623995e-03,1.33528400e-03,0.000000e+00,0
3.768000,-8.580172e-03,1.32670400e-03,0.000000e+00,0
3.769000,-8.534876e-03,1.31816900e-03,0.000000e+00,0
3.770000,-8.490475e-03,1.30967800e-03,0.000000e+00,0
3.771000,-8.449280e-03,1.30122900e-03,0.000000e+00,0
3.772000,-8.407137e-03,1.29282200e-03,0.000000e+00,0
3.773000,-8.365184e-03,1.28445700e-03,0.000000e+00,0
3.774000,-8.318105e-03,1.27613800e-03,0.000000e+00,0
3.775000,-8.266616e-03,1.26787200e-03,0.000000e+00,0
3.776000,-8.212928e-03,1.25965900e-03,0.000000e+00,1
3.777000,-8.163914e-03,1.25149500e-03,2.005851e-06,1
3.778000,-8.116098e-03,1.24337900e-03,1.215118e-05,1
3.779000,-8.065534e-03,1.23531300e-03,2.107834e-05,1
3.780000,-8.015483e-03,1.22729800e-03,2.991083e-05,1
3.781000,-7.965346e-03,1.21933300e-03,3.863506e-05,1
3.782000,-7.912561e-03,1.21142000e-03,4.725556e-05,1
3.783000,-7.859993e-03,1.20356000e-03,5.574824e-05,1
3.784000,-7.804228e-03,1.19575600e-03,6.410504e-05,1
3.785000,-7.746133e-03,1.18801000e-03,7.232840e-05,1
3.786000,-7.687167e-03,1.18032200e-03,8.039601e-05,1
3.787000,-7.625661e-03,1.17269700e-03,8.837707e-05,1
3.788000,-7.568592e-03,1.16512800e-03,9.623571e-05,1
3.789000,-7.511649e-03,1.15761700e-03,1.039716e-04,1
3.790000,-7.454817e-03,1.15016200e-03,1.116241e-04,1
3.791000,-7.400727e-03,1.14276100e-03,1.192547e-04,1
3.792000,-7.352441e-03,1.13540900e-03,1.267969e-04,1
3.793000,-7.304648e-03,1.12810400e-03,1.341365e-04,1
3.794000,-7.251089e-03,1.12085300e-03,1.412686e-04,1
3.795000,-7.192893e-03,1.11366000e-03,1.483789e-04,1
3.796000,-7.140039e-03,1.10652000e-03,1.555696e-04,1
3.797000,-7.096111e-03,1.09942400e-03,1.626405e-04,1
3.798000,-7.050687e-03,1.09237300e-03,1.694236e-04,1
3.799000,-6.997146e-03,1.08537600e-03,1.760309e-04,1
3.800000,-6.941389e-03,1.07843500e-03,1.824630e-04,1
3.801000,-6.883850e-03,1.07155100e-03,1.887543e-04,1
3.802000,-6.826089e-03,1.06472500e-03,1.949394e-04,1
3.803000,-6.769365e-03,1.05795500e-03,2.010009e-04,1
3.804000,-6.712961e-03,1.05124200e-03,2.068649e-04,1
3.805000,-6.654474e-03,1.04458800e-03,2.127343e-04,1
3.806000,-6.600511e-03,1.03798700e-03,2.185421e-04,1
3.807000,-6.548465e-03,1.03143900e-03,2.242845e-04,1
3.808000,-6.497991e-03,1.02494100e-03,2.299951e-04,1
3.809000,-6.449843e-03,1.01849100e-03,2.355797e-04,1
3.810000,-6.401189e-03,1.01209000e-03,2.411161e-04,1
3.811000,-6.354156e-03,1.00573600e-03,2.465955e-04,1
3.812000,-6.308347e-03,9.99427000e-04,2.519327e-04,1
3.813000,-6.261514e-03,9.93166000e-04,2.570504e-04,1
3.814000,-6.211920e-03,9.86954000e-04,2.620874e-04,1
3.815000,-6.163136e-03,9.80791000e-04,2.671987e-04,1
3.816000,-6.118640e-03,9.74672000e-04,2.723048e-04,1
3.817000,-6.076235e-03,9.68596000e-04,2.772564e-04,1
3.818000,-6.032471e-03,9.62563000e-04,2.821860e-04,1
3.819000,-5.990306e-03,9.56573000e-04,2.871480e-04,1
3.820000,-5.950727e-03,9.50622000e-04,2.921634e-04,1
3.821000,-5.913928e-03,9.44708000e-04,2.971599e-04,1
3.822000,-5.878235e-03,9.38830000e-04,3.019740e-04,1
3.823000,-5.840399e-03,9.32990000e-04,3.067283e-04,1
3.824000,-5.802932e-03,9.27187000e-04,3.114686e-04,1
3.825000,-5.766662e-03,9.21420000e-04,3.159638e-04,1
3.826000,-5.727306e-03,9.15693000e-04,3.203200e-04,1
3.827000,-5.687011e-03,9.10006000e-04,3.245768e-04,1
3.828000,-5.646549e-03,9.04359000e-04,3.286289e-04,1
3.829000,-5.604147e-03,8.98755000e-04,3.327061e-04,1
3.830000,-5.563802e-03,8.93191000e-04,3.369005e-04,1
3.831000,-5.526880e-03,8.87665000e-04,3.410257e-04,1
3.832000,-5.490132e-03,8.82174000e-04,3.449746e-04,1
3.833000,-5.451860e-03,8.76723000e-04,3.490224e-04,1
3.834000,-5.416450e-03,8.71306000e-04,3.531184e-04,1
3.835000,-5.382934e-03,8.65923000e-04,3.571391e-04,1
3.836000,-5.349336e-03,8.60574000e-04,3.608785e-04,1
3.837000,-5.312638e-03,8.55261000e-04,3.645824e-04,1
3.838000,-5.276609e-03,8.49985000e-04,3.680950e-04,1
3.839000,-5.238996e-03,8.44746000e-04,3.715315e-04,1
3.840000,-5.201519e-03,8.39544000e-04,3.750242e-04,1
3.841000,-5.166000e-03,8.34378000e-04,3.784716e-04,1
3.842000,-5.130943e-03,8.29247000e-04,3.818464e-04,1
3.843000,-5.095961e-03,8.24151000e-04,3.850114e-04,1
